Temp,,,
14.87267407,,,
14.86182192,,,886
14.85102953,,,
14.84029708,,,
14.82962479,,,
14.81901286,,,
14.80846149,,,
14.79797088,,,
14.78754123,,,
14.77717275,,,
14.76686562,,,
14.75662005,,,
14.74643622,,,
14.73631434,,,
14.7262546,,,
14.71625718,,,
14.70632228,,,
14.69645009,,,
14.68664079,,,
14.67689457,,,
14.66721162,,,
14.65759212,,,
14.64803626,,,
14.63854421,,,
14.62911617,,,
14.61975229,,,
14.61045278,,,
14.60121779,,,
14.59204751,,,
14.58294212,,,
14.57390178,,,
14.56492667,,,
14.55601695,,,
14.54717281,,,
14.5383944,,,
14.5296819,,,
14.52103547,,,
14.51245527,,,
14.50394147,,,
14.49549423,,,
14.48711371,,,
14.47880007,,,
14.47055347,,,
14.46237406,,,
14.454262,,,
14.44621746,,,
14.43824057,,,
14.43033149,,,
14.42249037,,,
14.41471736,,,
14.40701261,,,
14.39937627,,,
14.39180848,,,
14.38430938,,,
14.37687912,,,
14.36951784,,,
14.36222568,,,
14.35500277,,,
14.34784926,,,
14.34076529,,,
14.33375098,,,
14.32680647,,,
14.31993189,,,
14.31312737,,,
14.30639305,,,
14.29972905,,,
14.2931355,,,
14.28661252,,,
14.28016023,,,
14.27377877,,,
14.26746825,,,
14.26122879,,,
14.25506052,,,
14.24896354,,,
14.24293797,,,
14.23698394,,,
14.23110154,,,
14.22529091,,,
14.21955213,,,
14.21388533,,,
14.20829062,,,
14.20276809,,,
14.19731785,,,
14.19194001,,,
14.18663468,,,
14.18140194,,,
14.17624191,,,
14.17115467,,,
14.16614033,,,
14.16119898,,,
14.15633071,,,
14.15153563,,,
14.14681381,,,
14.14216535,,,
14.13759034,,,
14.13308886,,,
14.12866101,,,
14.12430686,,,
14.12002649,,,
14.11582,,,
14.11168745,,,
14.10762893,,,
14.10364452,,,
14.09973429,,,
14.09589832,,,
14.09213667,,,
14.08844942,,,
14.08483664,,,
14.08129841,,,
14.07783477,,,
14.07444582,,,
14.07113159,,,
14.06789217,,,
14.06472761,,,
14.06163797,,,
14.05862331,,,
14.05568369,,,
14.05281917,,,
14.05002979,,,
14.04731562,,,
14.0446767,,,
14.04211308,,,
14.03962481,,,
14.03721195,,,
14.03487453,,,
14.0326126,,,
14.0304262,,,
14.02831538,,,
14.02628017,,,
14.02432062,,,
14.02243676,,,
14.02062862,,,
14.01889625,,,
14.01723967,,,
14.01565892,,,
14.01415402,,,
14.01272501,,,
14.01137191,,,
14.01009475,,,
14.00889355,,,
14.00776834,,,
14.00671913,,,
14.00574595,,,
14.00484881,,,
14.00402773,,,
14.00328274,,,
14.00261383,,,
14.00202103,,,
14.00150434,,,
14.00106378,,,
14.00069936,,,
14.00041107,,,
14.00019893,,,
14.00006294,,,
14.00000311,,,
14.00001943,,,
14.0001119,,,
14.00028052,,,
14.0005253,,,
14.00084622,,,
14.00124327,,,
14.00171646,,,
14.00226577,,,
14.00289119,,,
14.0035927,,,
14.00437031,,,
14.00522398,,,
14.00615371,,,
14.00715948,,,
14.00824127,,,
14.00939905,,,
14.01063281,,,
14.01194252,,,
14.01332815,,,
14.01478969,,,
14.0163271,,,
14.01794035,,,
14.01962942,,,
14.02139426,,,
14.02323486,,,
14.02515116,,,
14.02714314,,,
14.02921076,,,
14.03135397,,,
14.03357275,,,
14.03586704,,,
14.0382368,,,
14.04068198,,,
14.04320255,,,
14.04579844,,,
14.04846962,,,
14.05121603,,,
14.05403762,,,
14.05693434,,,
14.05990613,,,
14.06295293,,,
14.06607468,,,
14.06927133,,,
14.07254282,,,
14.07588908,,,
14.07931005,,,
14.08280566,,,
14.08637585,,,
14.09002056,,,
14.0937397,,,
14.09753321,,,
14.10140102,,,
14.10534305,,,
14.10935923,,,
14.11344948,,,
14.11761373,,,
14.12185189,,,
14.12616389,,,
14.13054964,,,
14.13500906,,,
14.13954206,,,
14.14414856,,,
14.14882847,,,
14.1535817,,,
14.15840816,,,
14.16330775,,,
14.1682804,,,
14.17332599,,,
14.17844444,,,
14.18363565,,,
14.18889951,,,
14.19423593,,,
14.19964481,,,
14.20512604,,,
14.21067952,,,
14.21630514,,,
14.2220028,,,
14.22777239,,,
14.23361379,,,
14.2395269,,,
14.24551161,,,
14.25156779,,,
14.25769534,,,
14.26389414,,,
14.27016407,,,
14.27650501,,,
